StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1.2,BFI_1,BFI_2,BFI_3,BFI_4,BFI_5,BFI_6,BFI_7,BFI_8,BFI_9,BFI_10,BFI_11,BFI_12,BFI_13,BFI_14,BFI_15,BFI_DO,EC_1,EC_2,EC_3,EC_4,EC_5,EC_6,EC_7,EC_DO,Attach_1,Attach_2,Attach_3,Attach_4,Attach_5,Attach_6,Attach_7,Attach_8,Attach_9,Attach_DO,RNSF1_1,RNSF1_2,RNSF1_3,RNSF1_4,RNSF1_5,RNSF1_6,RNSF1_7,RNSF1_8,RNSF1_DO,KM_P_1,KM_P_2,KM_P_3,KM_P_4,KM_P_5,KM_P_6,KM_P_7,KM_P_8,KM_P_9,KM_P_10,KM_P_11,KM_P_12,KM_P_DO,KM_CSR_1,KM_CSR_2,KM_CSR_3,KM_CSR_4,KM_CSR_5,KM_CSR_DO,KM_M_1,KM_M_2,KM_M_3,KM_M_4,KM_M_DO,KM_PA_1,KM_L_1,KM_L_2,KM_L_3,KM_L_DO,RNSF2_1,RNSF2_2,RNSF2_3,RNSF2_4,RNSF2_5,RNSF2_6,RNSF2_7,RNSF2_8,RNSF2_DO,Q12.1,Q12.1_DO,Q12.4,Q12.2,Q12.2_2_TEXT,Q12.3,Gender,Gender_7_TEXT,Age_1,Race,Race_10_TEXT,Education,Student,Employed,Income,SexualOr,SexualOr_6_TEXT,SC0,id,FL_3_DO,FL_5_DO
2021-04-21 11:04:33,2021-04-21 11:18:43,0,109.246.40.7,100,850,1,2021-04-21 11:18:43,R_3KOfeZ9KQEkod2j,,,,,55.9488983154296875,-3.1631927490234375,anonymous,EN-GB,1,5,4,2,4,5,1,2,4,3,2,2,4,4,4,2,6|3|11|10|7|12|1|8|5|4|9|2|13|15|14,5,3,4,1,2,4,4,4|7|6|1|3|2|5,5,2,2,5,7,6,7,5,6,5|2|3|1|6|4|7|9|8,4,3,3,5,2,4,2,3,6|4|8|5|1|2|7|3,1,1,1,1,2,1,1,1,1,1,4,6,10|1|9|6|11|5|7|4|2|12|8|3,1,1,1,4,1,4|1|3|2|5,1,1,1,1,1|4|3|2,2,1,1,1,3|2|1,4,3,4,5,4,4,3,4,5|1|8|2|7|6|3|4,7,7|4|3|2|6|5,2,1,,1,0,,18,3,,1,1,1,2,4,,215,3480,"EmpathicConcernIRIsubscale(Davis,1980,1983)|Personality,BFI-2XS(SotoandJohn,2017)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|Global/GeneralAttachment(Fraleyetal.,2011and2014)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
2021-04-21 11:27:14,2021-04-21 11:37:03,0,5.151.91.128,100,588,1,2021-04-21 11:37:03,R_d0AwOovOjO4B3Al,,,,,55.9488983154296875,-3.1631927490234375,anonymous,EN-GB,1,2,5,5,2,4,4,4,5,4,2,4,5,4,2,2,14|11|8|2|10|1|13|7|9|12|6|3|15|4|5,5,2,4,4,1,5,5,4|2|7|6|1|3|5,7,7,7,6,1,1,5,5,7,4|1|5|8|6|7|3|2|9,4,5,5,5,2,1,2,1,3|8|1|2|6|4|7|5,1,1,1,1,1,1,1,1,1,1,1,1,11|9|1|2|7|3|6|8|10|4|12|5,1,1,1,1,1,2|5|3|4|1,1,1,1,1,4|2|3|1,1,1,1,1,3|1|2,4,5,5,5,2,1,2,1,3|8|2|6|1|4|5|7,7,5|4|2|7|6|3,2,1,,1,0,,20,0,,1,1,0,3,4,,200,3742,"EmpathicConcernIRIsubscale(Davis,1980,1983)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|Personality,BFI-2XS(SotoandJohn,2017)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
2021-04-21 11:19:07,2021-04-21 11:41:46,0,31.205.205.131,100,1359,1,2021-04-21 11:41:47,R_3pbZiK2H5w1iZo6,,,,,55.9550933837890625,-3.1999969482421875,anonymous,EN-GB,1,2,5,4,5,5,3,4,4,4,1,3,2,4,2,4,7|9|14|5|2|8|4|13|10|15|1|12|11|3|6,5,1,5,1,1,5,4,2|3|1|4|5|6|7,7,6,7,1,5,5,5,5,6,5|3|9|7|6|1|2|4|8,4,5,4,4,3,4,2,1,3|5|6|7|2|1|4|8,1,1,1,4,5,4,1,3,4,4,4,6,8|5|12|11|9|10|7|2|3|6|1|4,6,5,5,5,1,4|3|5|2|1,7,7,7,6,4|2|3|1,7,7,4,7,3|1|2,4,4,4,4,2,2,2,2,3|1|2|5|8|6|7|4,3,5|4|2|3|7|6,2,2,The video was quite small and I couldn't make it bigger so it was a bit difficult to see some parts.,1,0,,20,0,,1,1,0,4,0,,296,3447,"Personality,BFI-2XS(SotoandJohn,2017)|EmpathicConcernIRIsubscale(Davis,1980,1983)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
2021-04-21 12:30:11,2021-04-21 12:35:36,0,86.128.183.126,100,325,1,2021-04-21 12:35:37,R_vuDMEqj3wmLxx5f,,,,,51.26080322265625,-0.5543060302734375,anonymous,EN-GB,1,2,5,3,4,5,4,1,3,3,2,2,3,4,2,4,2|7|4|14|10|15|9|8|11|13|3|1|6|12|5,5,2,3,2,3,4,4,6|3|1|2|5|4|7,7,5,5,5,4,5,5,1,4,1|7|8|6|4|9|5|3|2,4,3,4,4,1,4,1,2,8|3|2|6|4|1|5|7,7,5,5,3,2,7,5,6,5,1,3,4,9|2|6|1|11|4|3|12|10|7|5|8,4,5,3,5,1,5|1|4|3|2,3,5,2,4,4|3|2|1,3,5,3,3,3|1|2,4,4,4,2,2,3,3,2,2|1|8|5|3|6|7|4,3,5|2|6|3|4|7,2,1,,1,0,,18,0,,3,1,0,5,0,,269,3595,"Global/GeneralAttachment(Fraleyetal.,2011and2014)|EmpathicConcernIRIsubscale(Davis,1980,1983)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|Personality,BFI-2XS(SotoandJohn,2017)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
2021-04-21 12:40:38,2021-04-21 12:55:24,0,31.205.118.126,100,885,1,2021-04-21 12:55:24,R_2721LUEb4gveSAU,,,,,55.9550933837890625,-3.1999969482421875,anonymous,EN-GB,1,4,4,3,5,4,3,1,4,4,1,3,4,3,2,3,14|8|9|6|10|4|12|3|15|11|1|2|13|5|7,4,3,2,3,3,4,5,7|6|1|5|2|4|3,5,7,5,6,2,5,7,6,7,1|9|7|6|2|5|4|8|3,5,4,5,4,3,1,3,4,6|2|1|7|4|3|8|5,4,6,6,6,6,5,5,5,4,6,5,5,10|11|6|8|7|5|2|3|9|4|1|12,5,4,7,6,1,5|2|3|1|4,7,7,6,6,1|4|3|2,5,5,5,5,3|2|1,4,4,4,4,3,2,2,3,7|1|4|2|5|6|8|3,7,7|2|4|6|3|5,2,1,,1,0,,19,3,,3,1,0,4,4,,310,3649,"EmpathicConcernIRIsubscale(Davis,1980,1983)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|Personality,BFI-2XS(SotoandJohn,2017)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
2021-04-21 12:49:15,2021-04-21 12:58:25,0,80.66.37.60,100,549,1,2021-04-21 12:58:25,R_uyxP3Xw4IYOW3PX,,,,,48.307403564453125,14.285003662109375,anonymous,EN-GB,1,4,5,2,5,5,4,1,4,4,2,1,3,5,4,5,1|7|6|2|11|9|15|3|13|4|12|8|14|10|5,5,1,5,1,1,5,5,3|5|2|6|1|4|7,5,3,5,2,5,6,7,7,7,2|5|3|7|9|4|8|1|6,2,2,4,2,5,4,4,3,2|4|5|3|8|1|6|7,7,7,4,2,3,7,7,7,6,2,2,3,8|6|3|1|2|7|12|11|9|5|4|10,6,6,6,7,1,1|3|2|4|5,3,4,5,3,2|3|1|4,5,7,7,7,1|3|2,2,2,2,4,5,4,4,3,3|5|7|1|2|6|4|8,3,3|2|4|6|7|5,2,1,,1,0,,19,7,,1,1,1,0,4,,303,3732,"Global/GeneralAttachment(Fraleyetal.,2011and2014)|EmpathicConcernIRIsubscale(Davis,1980,1983)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|Personality,BFI-2XS(SotoandJohn,2017)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
2021-04-21 12:51:11,2021-04-21 12:59:15,0,192.41.114.224,100,483,1,2021-04-21 12:59:15,R_2Vgx6LIiEqnmnze,,,,,55.9488983154296875,-3.1631927490234375,anonymous,EN-GB,1,4,5,2,4,2,4,4,5,2,4,4,4,4,2,3,11|10|2|14|9|6|7|15|4|12|5|8|1|13|3,4,1,4,1,1,4,4,7|5|4|6|1|3|2,5,2,6,3,4,4,6,3,6,9|3|7|1|8|6|2|4|5,5,4,5,4,2,1,4,2,1|3|6|7|4|8|5|2,1,1,1,1,1,1,1,1,1,1,1,1,6|5|7|8|1|11|2|3|10|9|12|4,1,1,1,1,1,5|2|1|4|3,1,1,1,1,4|1|2|3,2,2,2,2,2|3|1,4,4,2,4,2,2,2,2,6|5|4|2|7|3|8|1,7,5|2|4|6|3|7,2,1,,1,0,,19,0,,1,1,0,4,0,,203,3596,"Personality,BFI-2XS(SotoandJohn,2017)|EmpathicConcernIRIsubscale(Davis,1980,1983)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|Global/GeneralAttachment(Fraleyetal.,2011and2014)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
2021-04-21 12:52:11,2021-04-21 13:03:38,0,192.41.125.253,100,686,1,2021-04-21 13:03:39,R_VVkAQCcuuzTrXs5,,,,,55.9550933837890625,-3.1999969482421875,anonymous,EN-GB,1,2,5,2,4,4,5,1,4,1,2,5,5,5,2,2,2|3|9|5|15|8|6|1|4|11|12|7|14|10|13,5,1,5,1,1,5,5,7|1|4|5|3|6|2,7,7,6,7,1,2,1,2,5,5|9|6|4|1|3|2|7|8,5,5,5,5,1,1,1,1,7|2|3|5|8|1|6|4,7,7,7,7,7,7,7,7,2,7,7,7,2|3|12|1|6|8|9|7|5|10|11|4,7,7,7,7,1,5|3|1|4|2,7,7,7,7,1|2|4|3,7,7,7,7,2|3|1,5,5,5,5,1,1,1,1,8|7|1|5|4|6|2|3,3,4|3|6|2|5|7,2,1,,2,0,,18,0,,1,1,0,5,0,,351,3764,"EmpathicConcernIRIsubscale(Davis,1980,1983)|Personality,BFI-2XS(SotoandJohn,2017)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|Global/GeneralAttachment(Fraleyetal.,2011and2014)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
2021-04-21 13:37:01,2021-04-21 13:57:50,0,192.41.114.225,100,1249,1,2021-04-21 13:57:51,R_C7XPyR3XovvSDJf,,,,,55.9488983154296875,-3.1631927490234375,anonymous,EN-GB,1,1,4,2,5,4,5,2,5,2,1,5,4,4,2,1,2|13|14|8|9|15|5|6|7|4|3|11|12|10|1,4,2,5,1,2,4,4,5|6|1|7|3|2|4,7,6,6,5,5,3,5,5,7,9|1|8|6|4|2|5|3|7,4,5,4,4,2,1,4,2,2|5|6|1|4|3|7|8,1,1,2,3,3,4,3,5,1,1,1,1,1|6|2|11|3|4|7|9|8|12|5|10,5,7,6,2,1,1|5|4|3|2,1,1,5,2,4|2|3|1,5,6,6,6,2|3|1,4,5,5,5,1,1,1,2,8|5|4|6|1|2|7|3,3,5|4|2|3|6|7,2,1,,1,0,,19,0,,1,1,0,4,4,,268,3405,"Personality,BFI-2XS(SotoandJohn,2017)|EmpathicConcernIRIsubscale(Davis,1980,1983)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
2021-04-21 14:06:32,2021-04-21 14:18:38,0,151.227.37.226,100,726,1,2021-04-21 14:18:38,R_1gRN4NRGoWktf0W,,,,,55.8860015869140625,-3.3363037109375,anonymous,EN-GB,1,2,4,3,4,2,3,4,3,3,3,4,3,5,3,2,13|12|7|15|14|8|4|5|3|9|6|11|10|2|1,4,2,4,3,2,4,4,1|6|2|3|7|4|5,4,5,3,5,4,4,5,7,7,5|6|4|2|7|8|3|9|1,4,4,5,4,4,5,4,3,7|2|4|5|3|6|8|1,1,1,1,1,1,3,1,1,1,4,3,1,10|7|6|11|12|8|5|1|9|4|2|3,1,1,1,1,1,3|1|5|2|4,2,4,2,2,2|1|4|3,7,1,1,1,2|3|1,4,3,3,5,4,4,5,3,3|8|2|4|5|7|1|6,7,4|2|5|3|7|6,2,1,,1,0,,18,0,,1,1,1,4,0,,204,3739,"Personality,BFI-2XS(SotoandJohn,2017)|EmpathicConcernIRIsubscale(Davis,1980,1983)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
2021-04-20 10:06:40,2021-04-20 14:32:14,0,46.65.13.229,17,15933,0,2021-04-21 14:32:15,R_p65p1JDkAG3IAq5,,,,,,,anonymous,EN-GB,1,,,,,,,,,,,,,,,,8|5|6|13|15|7|10|14|4|9|1|12|2|11|3,1,1,1,1,1,1,1,7|2|4|5|3|1|6,,,,,,,,,,,1,1,1,1,1,1,1,1,7|4|1|6|8|2|3|5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,3965,"Personality,BFI-2XS(SotoandJohn,2017)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|EmpathicConcernIRIsubscale(Davis,1980,1983)|Global/GeneralAttachment(Fraleyetal.,2011and2014)",
2021-04-21 14:27:05,2021-04-21 14:38:58,0,192.41.114.229,100,712,1,2021-04-21 14:38:59,R_riENS4qgOTdC6Bz,,,,,55.9488983154296875,-3.1631927490234375,anonymous,EN-GB,1,1,4,5,4,5,5,2,5,2,1,5,4,4,5,2,4|8|9|7|3|12|13|2|1|14|10|5|11|6|15,4,4,4,2,4,4,4,6|2|4|3|1|5|7,1,1,1,1,2,1,1,7,4,5|2|9|4|7|1|3|8|6,2,3,3,3,5,3,2,4,8|4|3|1|7|2|6|5,1,1,1,1,1,1,1,1,1,1,1,1,8|4|1|12|9|6|5|11|2|3|7|10,1,1,1,1,1,2|4|3|1|5,1,1,1,1,3|2|1|4,4,1,1,1,3|1|2,4,3,3,2,3,3,3,3,4|1|6|3|8|5|7|2,7,5|2|3|7|4|6,2,1,,1,0,,18,0,,1,1,1,5,0,,188,3406,"Personality,BFI-2XS(SotoandJohn,2017)|EmpathicConcernIRIsubscale(Davis,1980,1983)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|Global/GeneralAttachment(Fraleyetal.,2011and2014)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
2021-04-21 14:30:47,2021-04-21 14:42:26,0,82.37.175.103,100,699,1,2021-04-21 14:42:27,R_6hFxFB5nQgoZLDH,,,,,55.9152984619140625,-3.19769287109375,anonymous,EN-GB,1,3,5,3,3,4,3,2,4,3,2,4,5,5,3,3,13|3|6|10|7|9|1|11|8|4|12|5|14|2|15,5,1,5,3,1,3,4,1|2|7|4|5|3|6,1,5,5,6,1,3,6,7,5,3|8|6|7|2|9|1|4|5,2,5,5,5,3,3,3,3,7|3|6|2|4|1|5|8,7,7,7,6,7,6,1,7,6,7,7,4,2|4|12|1|10|8|11|7|5|3|9|6,7,7,7,7,1,2|4|3|5|1,7,7,7,7,1|2|3|4,7,7,7,7,2|1|3,5,4,5,5,3,3,3,4,4|8|5|7|2|1|3|6,3,7|2|6|3|4|5,2,1,,2,1,,20,5,,1,1,0,0,1,,336,3711,"Personality,BFI-2XS(SotoandJohn,2017)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|EmpathicConcernIRIsubscale(Davis,1980,1983)|Global/GeneralAttachment(Fraleyetal.,2011and2014)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
2021-04-21 14:33:39,2021-04-21 14:48:51,0,109.246.40.150,100,912,1,2021-04-21 14:48:51,R_3RsgahTCOApKuaD,,,,,55.9488983154296875,-3.1631927490234375,anonymous,EN-GB,1,2,5,1,1,5,4,3,2,2,1,2,4,4,4,4,5|2|1|13|7|4|9|15|14|11|10|3|8|12|6,5,1,5,1,1,4,2,4|3|5|2|7|6|1,1,2,6,1,5,7,3,3,7,6|5|3|8|7|2|1|9|4,2,3,3,4,4,4,2,3,3|1|2|4|6|8|5|7,1,1,1,1,1,1,1,1,1,1,1,1,9|1|12|2|5|4|10|8|6|11|3|7,1,1,1,1,1,2|4|3|5|1,1,1,1,1,4|2|1|3,1,1,1,1,1|2|3,3,5,4,4,4,4,2,3,1|4|8|2|5|6|3|7,7,5|3|6|7|2|4,2,1,,1,1,,19,0,,1,1,0,4,0,,202,3744,"T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|Personality,BFI-2XS(SotoandJohn,2017)|EmpathicConcernIRIsubscale(Davis,1980,1983)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
2021-04-21 14:48:11,2021-04-21 14:59:06,0,80.2.184.131,100,654,1,2021-04-21 14:59:06,R_1CmwgpSKd9GYRWN,,,,,55.830596923828125,-4.2592926025390625,anonymous,EN-GB,1,5,4,5,5,5,2,4,5,5,2,4,4,3,1,4,9|11|13|6|2|15|14|7|5|1|8|3|12|10|4,5,2,5,5,2,5,5,1|3|6|5|4|7|2,3,2,4,2,6,6,6,6,6,6|7|5|1|2|9|3|8|4,3,4,4,4,4,4,4,2,2|8|4|6|3|5|7|1,5,3,5,6,5,5,5,6,3,5,4,3,5|4|1|9|7|11|10|3|12|2|8|6,5,5,5,5,1,2|4|3|1|5,6,6,5,5,3|2|4|1,5,6,6,6,2|3|1,4,4,4,4,4,2,3,2,4|8|6|7|2|5|3|1,3,3|2|7|6|4|5,2,1,,1,1,,19,0,,3,1,0,2,4,,305,3758,"EmpathicConcernIRIsubscale(Davis,1980,1983)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|Personality,BFI-2XS(SotoandJohn,2017)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
2021-04-21 14:53:09,2021-04-21 15:06:42,0,86.157.217.75,100,813,1,2021-04-21 15:06:42,R_1dstnra9o9BILYr,,,,,55.8802947998046875,-4.3054962158203125,anonymous,EN-GB,1,3,5,5,3,3,2,1,5,3,1,5,5,3,3,5,9|15|6|3|4|14|11|10|8|5|7|13|2|12|1,5,1,5,1,1,4,5,7|4|3|1|2|5|6,7,7,7,1,2,1,7,7,1,4|9|3|5|7|6|2|8|1,2,4,4,4,2,1,1,2,6|1|3|8|5|2|4|7,1,1,1,1,1,1,1,1,1,1,7,1,7|11|6|4|1|3|5|12|10|9|8|2,1,1,1,4,1,2|4|1|5|3,1,1,1,1,4|2|3|1,4,1,1,1,3|1|2,4,4,4,4,2,2,2,2,4|1|6|8|7|5|3|2,7,5|3|7|6|2|4,2,1,,1,0,,18,0,,1,1,0,4,0,,209,3583,"Global/GeneralAttachment(Fraleyetal.,2011and2014)|EmpathicConcernIRIsubscale(Davis,1980,1983)|Personality,BFI-2XS(SotoandJohn,2017)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
2021-04-21 15:17:54,2021-04-21 15:29:14,0,81.96.55.88,100,679,1,2021-04-21 15:29:14,R_3dDQwldJjxeaNQT,,,,,53.4344024658203125,-2.2664031982421875,anonymous,EN-GB,1,2,4,4,4,5,4,4,4,4,2,3,3,4,3,3,10|6|9|4|11|13|15|5|7|3|2|8|1|14|12,4,2,4,2,1,4,4,2|5|1|7|6|4|3,5,5,5,3,4,5,3,3,4,6|4|1|9|7|8|3|2|5,4,4,4,4,2,2,2,2,8|6|5|2|4|3|7|1,3,3,5,3,4,5,3,3,3,5,5,4,8|2|11|6|3|12|9|10|5|1|7|4,3,3,3,4,1,3|4|5|2|1,4,3,4,3,2|1|3|4,5,5,4,4,1|2|3,4,4,4,4,2,2,2,1,7|8|1|4|2|6|5|3,3,7|3|6|4|5|2,2,1,,1,0,,20,0,,1,1,1,1,4,,267,3618,"EmpathicConcernIRIsubscale(Davis,1980,1983)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|Personality,BFI-2XS(SotoandJohn,2017)|Global/GeneralAttachment(Fraleyetal.,2011and2014)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
2021-04-21 15:38:56,2021-04-21 15:51:27,0,81.110.22.41,100,751,1,2021-04-21 15:51:28,R_2XbTHzk9Ji9MpKa,,,,,55.933502197265625,-3.253997802734375,anonymous,EN-GB,1,4,5,2,3,3,2,1,4,1,4,4,5,5,4,3,1|7|12|2|13|14|11|10|9|5|3|4|8|15|6,5,1,5,1,1,5,5,3|7|2|4|6|5|1,7,6,6,3,3,3,5,1,5,7|3|4|9|5|2|6|1|8,5,5,5,5,2,1,2,1,6|7|4|8|1|5|2|3,1,1,1,1,1,1,1,1,1,1,2,1,11|12|1|8|5|4|6|2|7|10|3|9,1,1,1,1,1,1|5|2|4|3,1,1,1,1,4|1|2|3,4,1,1,1,3|1|2,4,5,5,5,2,1,2,1,3|8|6|7|1|5|2|4,7,6|7|2|3|5|4,2,1,,1,0,,20,0,,1,1,0,0,0,,204,3957,"T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|EmpathicConcernIRIsubscale(Davis,1980,1983)|Personality,BFI-2XS(SotoandJohn,2017)|Global/GeneralAttachment(Fraleyetal.,2011and2014)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
2021-04-21 15:31:08,2021-04-21 15:54:51,0,86.143.52.234,100,1423,1,2021-04-21 15:54:52,R_10SENzhc0Do8aed,,,,,55.9488983154296875,-3.1631927490234375,anonymous,EN-GB,1,1,5,2,5,5,5,1,5,2,1,5,5,5,5,5,11|15|12|4|13|14|6|1|3|9|7|5|10|2|8,5,1,5,5,1,5,5,6|3|7|4|2|5|1,7,2,4,3,5,5,1,2,1,1|6|8|2|4|3|5|7|9,5,5,5,5,1,1,1,1,3|6|2|4|8|7|5|1,3,1,3,3,7,7,3,4,1,5,4,1,9|8|12|3|11|1|10|4|7|5|2|6,6,6,6,6,1,4|3|2|1|5,7,7,7,3,3|4|1|2,7,7,7,7,2|3|1,5,5,5,5,1,1,1,1,6|4|2|3|7|5|8|1,3,3|4|6|5|7|2,2,1,,1,0,,20,0,,1,1,1,3,0,,318,3623,"T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|Personality,BFI-2XS(SotoandJohn,2017)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|EmpathicConcernIRIsubscale(Davis,1980,1983)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
2021-04-21 15:58:17,2021-04-21 16:08:10,0,90.212.22.243,100,592,1,2021-04-21 16:08:10,R_2OToNz25kUuDEOK,,,,,55.9409027099609375,-3.2938995361328125,anonymous,EN-GB,1,2,4,4,4,5,4,3,5,3,1,3,3,4,3,3,4|7|10|8|12|1|5|6|2|14|13|15|3|9|11,4,2,4,2,1,4,4,7|3|6|5|1|4|2,6,5,5,3,4,4,4,4,5,1|2|3|5|4|7|8|6|9,5,5,5,4,2,1,1,1,3|4|6|7|8|1|5|2,1,1,2,4,5,5,2,2,2,7,5,5,6|1|7|3|5|8|11|10|9|4|12|2,5,5,4,4,1,3|4|1|2|5,6,4,5,2,2|4|3|1,6,7,7,7,1|2|3,5,4,5,5,1,2,1,1,6|2|5|4|7|3|1|8,3,2|3|5|4|6|7,2,1,,2,0,,18,0,,1,1,1,4,4,,295,3967,"Global/GeneralAttachment(Fraleyetal.,2011and2014)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|Personality,BFI-2XS(SotoandJohn,2017)|EmpathicConcernIRIsubscale(Davis,1980,1983)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
2021-04-21 15:53:48,2021-04-21 16:10:24,0,94.173.205.249,100,996,1,2021-04-21 16:10:24,R_2Xjjg92ChrW4u4W,,,,,55.9550933837890625,-3.1999969482421875,anonymous,EN-GB,1,3,5,2,3,4,4,1,4,1,3,4,4,5,5,4,2|5|11|10|9|3|13|4|7|8|12|15|6|1|14,5,2,4,2,2,5,5,1|7|6|3|5|2|4,5,6,5,6,4,4,2,3,5,1|9|4|6|3|5|8|7|2,5,5,5,4,2,1,1,2,7|4|8|6|5|1|3|2,1,1,1,1,1,1,1,4,1,1,1,1,12|1|10|6|2|3|9|5|4|11|8|7,5,6,3,4,1,2|4|3|1|5,6,7,5,4,3|2|4|1,5,1,1,1,2|1|3,5,5,5,5,2,1,2,1,2|7|3|1|6|5|8|4,7,2|3|4|7|5|6,2,1,,1,0,,18,5,,1,1,0,5,0,,250,3760,"T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|EmpathicConcernIRIsubscale(Davis,1980,1983)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|Personality,BFI-2XS(SotoandJohn,2017)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
2021-04-21 20:01:47,2021-04-21 20:13:06,0,192.41.114.224,100,678,1,2021-04-21 20:13:06,R_2BhdPGYRLmHl10H,,,,,55.9488983154296875,-3.1631927490234375,anonymous,EN-GB,1,5,5,4,5,5,2,2,5,5,1,3,3,4,1,4,1|2|4|13|14|11|9|15|10|3|12|5|7|8|6,5,2,4,1,2,5,5,6|4|3|5|7|2|1,6,6,5,4,5,5,7,7,7,7|1|4|6|2|5|3|9|8,3,5,5,5,4,2,2,2,5|2|4|6|8|1|7|3,1,1,1,1,1,1,1,1,1,1,1,1,12|3|10|7|6|9|2|5|8|4|11|1,1,1,1,2,1,5|3|4|1|2,1,1,1,1,4|3|1|2,4,2,1,1,1|2|3,4,5,5,5,3,2,2,2,4|8|6|5|3|7|2|1,7,4|2|6|7|3|5,2,1,,1,0,,19,0,,1,1,0,4,0,,218,3706,"Personality,BFI-2XS(SotoandJohn,2017)|EmpathicConcernIRIsubscale(Davis,1980,1983)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
